LinearShuntCompensator cap2 n611 C _B2D1F8E7-90DF-4773-8703-549946B9DEC9 _4133D734-968F-462B-9433-F3F3C2C20130
LinearShuntCompensator cap1 n675 A _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
LinearShuntCompensator cap1 n675 B _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
LinearShuntCompensator cap1 n675 C _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
PowerTransformer RatioTapChanger Reg 2 rg60 A _6D2E888E-3BEA-4AEA-B3AC-A91D4CAC55A6 _CDC5C099-5058-42AD-981F-57DD5F5D2655
PowerElectronicsConnection BatteryUnit DER_675_b_17 DER_675_b_17 tlx_675_b_h_17 SoC _78DEDC09-1363-466E-A98B-E5BB01585E56 _B8880DD2-7332-4992-9B3C-F7C5B3DB9676
PowerElectronicsConnection BatteryUnit DER_675_b_17 DER_675_b_17 tlx_675_b_h_17 s1 _78DEDC09-1363-466E-A98B-E5BB01585E56 _B8880DD2-7332-4992-9B3C-F7C5B3DB9676
PowerElectronicsConnection BatteryUnit DER_675_b_17 DER_675_b_17 tlx_675_b_h_17 s2 _78DEDC09-1363-466E-A98B-E5BB01585E56 _B8880DD2-7332-4992-9B3C-F7C5B3DB9676
PowerElectronicsConnection BatteryUnit DER_675_b_18 DER_675_b_18 tlx_675_b_h_18 SoC _2A39A7B1-C3E5-4B4E-85E2-DD82DB402F66 _2B919AA6-2586-4BA8-9088-902C7EF65A2B
PowerElectronicsConnection BatteryUnit DER_675_b_18 DER_675_b_18 tlx_675_b_h_18 s1 _2A39A7B1-C3E5-4B4E-85E2-DD82DB402F66 _2B919AA6-2586-4BA8-9088-902C7EF65A2B
PowerElectronicsConnection BatteryUnit DER_675_b_18 DER_675_b_18 tlx_675_b_h_18 s2 _2A39A7B1-C3E5-4B4E-85E2-DD82DB402F66 _2B919AA6-2586-4BA8-9088-902C7EF65A2B
PowerElectronicsConnection BatteryUnit DER_675_b_19 DER_675_b_19 tlx_675_b_h_19 SoC _A8B8C741-08D1-4F6C-9D9A-1E6BDD4EF517 _1F119AAD-44D9-4C31-9DC5-0FA4EBA4FEF4
PowerElectronicsConnection BatteryUnit DER_675_b_19 DER_675_b_19 tlx_675_b_h_19 s1 _A8B8C741-08D1-4F6C-9D9A-1E6BDD4EF517 _1F119AAD-44D9-4C31-9DC5-0FA4EBA4FEF4
PowerElectronicsConnection BatteryUnit DER_675_b_19 DER_675_b_19 tlx_675_b_h_19 s2 _A8B8C741-08D1-4F6C-9D9A-1E6BDD4EF517 _1F119AAD-44D9-4C31-9DC5-0FA4EBA4FEF4
PowerElectronicsConnection BatteryUnit DER_675_b_2 DER_675_b_2 tlx_675_b_h_2 SoC _2D2647AB-DB5A-4F23-BCB5-BCD5CE69F6FC _D2479981-1BD4-4C9E-8C5D-C1C8AE53AB2D
PowerElectronicsConnection BatteryUnit DER_675_b_2 DER_675_b_2 tlx_675_b_h_2 s1 _2D2647AB-DB5A-4F23-BCB5-BCD5CE69F6FC _D2479981-1BD4-4C9E-8C5D-C1C8AE53AB2D
PowerElectronicsConnection BatteryUnit DER_675_b_2 DER_675_b_2 tlx_675_b_h_2 s2 _2D2647AB-DB5A-4F23-BCB5-BCD5CE69F6FC _D2479981-1BD4-4C9E-8C5D-C1C8AE53AB2D
PowerElectronicsConnection BatteryUnit DER_675_b_20 DER_675_b_20 tlx_675_b_h_20 SoC _0AF474DB-215B-4E1D-99B0-57B3CEBA294C _E3A0A4FC-A486-4FCE-A02B-1AF58799BF80
PowerElectronicsConnection BatteryUnit DER_675_b_20 DER_675_b_20 tlx_675_b_h_20 s1 _0AF474DB-215B-4E1D-99B0-57B3CEBA294C _E3A0A4FC-A486-4FCE-A02B-1AF58799BF80
PowerElectronicsConnection BatteryUnit DER_675_b_20 DER_675_b_20 tlx_675_b_h_20 s2 _0AF474DB-215B-4E1D-99B0-57B3CEBA294C _E3A0A4FC-A486-4FCE-A02B-1AF58799BF80
PowerElectronicsConnection BatteryUnit DER_675_b_21 DER_675_b_21 tlx_675_b_h_21 SoC _E0ED0588-07FA-49BD-B6C4-FD6BBC37049B _1FA568A7-F387-4830-B2E3-6EB8D4F47039
PowerElectronicsConnection BatteryUnit DER_675_b_21 DER_675_b_21 tlx_675_b_h_21 s1 _E0ED0588-07FA-49BD-B6C4-FD6BBC37049B _1FA568A7-F387-4830-B2E3-6EB8D4F47039
PowerElectronicsConnection BatteryUnit DER_675_b_21 DER_675_b_21 tlx_675_b_h_21 s2 _E0ED0588-07FA-49BD-B6C4-FD6BBC37049B _1FA568A7-F387-4830-B2E3-6EB8D4F47039
PowerElectronicsConnection BatteryUnit DER_675_b_22 DER_675_b_22 tlx_675_b_h_22 SoC _3CD464BA-EEC9-48F7-8B43-1BAF6A5FE018 _C704CC64-FCC0-4535-B383-005C61F5EF98
PowerElectronicsConnection BatteryUnit DER_675_b_22 DER_675_b_22 tlx_675_b_h_22 s1 _3CD464BA-EEC9-48F7-8B43-1BAF6A5FE018 _C704CC64-FCC0-4535-B383-005C61F5EF98
PowerElectronicsConnection BatteryUnit DER_675_b_22 DER_675_b_22 tlx_675_b_h_22 s2 _3CD464BA-EEC9-48F7-8B43-1BAF6A5FE018 _C704CC64-FCC0-4535-B383-005C61F5EF98
PowerElectronicsConnection BatteryUnit DER_675_b_23 DER_675_b_23 tlx_675_b_h_23 SoC _D706EE56-D0DF-46CA-9610-B7F91F14DDF7 _00DC376B-2AC6-4D62-B838-E4B82D965AD1
PowerElectronicsConnection BatteryUnit DER_675_b_23 DER_675_b_23 tlx_675_b_h_23 s1 _D706EE56-D0DF-46CA-9610-B7F91F14DDF7 _00DC376B-2AC6-4D62-B838-E4B82D965AD1
PowerElectronicsConnection BatteryUnit DER_675_b_23 DER_675_b_23 tlx_675_b_h_23 s2 _D706EE56-D0DF-46CA-9610-B7F91F14DDF7 _00DC376B-2AC6-4D62-B838-E4B82D965AD1
PowerElectronicsConnection BatteryUnit DER_675_b_24 DER_675_b_24 tlx_675_b_h_24 SoC _95DF3E0B-3ABD-49E1-9858-CE442A3E302E _FAF44C9E-7CE7-4C77-8B0B-A00C02C34A7A
PowerElectronicsConnection BatteryUnit DER_675_b_24 DER_675_b_24 tlx_675_b_h_24 s1 _95DF3E0B-3ABD-49E1-9858-CE442A3E302E _FAF44C9E-7CE7-4C77-8B0B-A00C02C34A7A
PowerElectronicsConnection BatteryUnit DER_675_b_24 DER_675_b_24 tlx_675_b_h_24 s2 _95DF3E0B-3ABD-49E1-9858-CE442A3E302E _FAF44C9E-7CE7-4C77-8B0B-A00C02C34A7A
PowerElectronicsConnection BatteryUnit DER_675_b_25 DER_675_b_25 tlx_675_b_h_25 SoC _39396009-F908-4343-8862-F55F39F1ECAD _2905645A-E373-41D9-81EF-CCF73BF5E30B
PowerElectronicsConnection BatteryUnit DER_675_b_25 DER_675_b_25 tlx_675_b_h_25 s1 _39396009-F908-4343-8862-F55F39F1ECAD _2905645A-E373-41D9-81EF-CCF73BF5E30B
PowerElectronicsConnection BatteryUnit DER_675_b_25 DER_675_b_25 tlx_675_b_h_25 s2 _39396009-F908-4343-8862-F55F39F1ECAD _2905645A-E373-41D9-81EF-CCF73BF5E30B
PowerElectronicsConnection BatteryUnit DER_675_b_26 DER_675_b_26 tlx_675_b_h_26 SoC _85576AD7-8357-411B-955F-2D17C907286E _9E371E60-3CB9-473A-8B42-788CF79BD09C
PowerElectronicsConnection BatteryUnit DER_675_b_26 DER_675_b_26 tlx_675_b_h_26 s1 _85576AD7-8357-411B-955F-2D17C907286E _9E371E60-3CB9-473A-8B42-788CF79BD09C
PowerElectronicsConnection BatteryUnit DER_675_b_26 DER_675_b_26 tlx_675_b_h_26 s2 _85576AD7-8357-411B-955F-2D17C907286E _9E371E60-3CB9-473A-8B42-788CF79BD09C
PowerElectronicsConnection BatteryUnit DER_675_b_27 DER_675_b_27 tlx_675_b_h_27 SoC _D71B655C-ED0D-4203-BAE7-68F6157A882F _DEC362D9-5D30-42C0-B624-2C8F35D44F4B
PowerElectronicsConnection BatteryUnit DER_675_b_27 DER_675_b_27 tlx_675_b_h_27 s1 _D71B655C-ED0D-4203-BAE7-68F6157A882F _DEC362D9-5D30-42C0-B624-2C8F35D44F4B
PowerElectronicsConnection BatteryUnit DER_675_b_27 DER_675_b_27 tlx_675_b_h_27 s2 _D71B655C-ED0D-4203-BAE7-68F6157A882F _DEC362D9-5D30-42C0-B624-2C8F35D44F4B
PowerElectronicsConnection BatteryUnit DER_675_b_28 DER_675_b_28 tlx_675_b_h_28 SoC _4A8D7490-A104-4E04-B4E0-F739123D157A _7334E7B6-FA24-4B77-91C8-C3FB5AED8734
PowerElectronicsConnection BatteryUnit DER_675_b_28 DER_675_b_28 tlx_675_b_h_28 s1 _4A8D7490-A104-4E04-B4E0-F739123D157A _7334E7B6-FA24-4B77-91C8-C3FB5AED8734
PowerElectronicsConnection BatteryUnit DER_675_b_28 DER_675_b_28 tlx_675_b_h_28 s2 _4A8D7490-A104-4E04-B4E0-F739123D157A _7334E7B6-FA24-4B77-91C8-C3FB5AED8734
PowerElectronicsConnection BatteryUnit DER_675_b_29 DER_675_b_29 tlx_675_b_h_29 SoC _C519C191-3D24-4C36-BFBC-660410B3A092 _66133F6E-B3DF-47B4-953A-D5439B9236EC
PowerElectronicsConnection BatteryUnit DER_675_b_29 DER_675_b_29 tlx_675_b_h_29 s1 _C519C191-3D24-4C36-BFBC-660410B3A092 _66133F6E-B3DF-47B4-953A-D5439B9236EC
PowerElectronicsConnection BatteryUnit DER_675_b_29 DER_675_b_29 tlx_675_b_h_29 s2 _C519C191-3D24-4C36-BFBC-660410B3A092 _66133F6E-B3DF-47B4-953A-D5439B9236EC
PowerElectronicsConnection BatteryUnit DER_675_b_3 DER_675_b_3 tlx_675_b_h_3 SoC _13289355-1D72-4EE2-AE57-0286CE1F003A _168B6AAE-AC81-4288-8143-49C3B7CDD23E
PowerElectronicsConnection BatteryUnit DER_675_b_3 DER_675_b_3 tlx_675_b_h_3 s1 _13289355-1D72-4EE2-AE57-0286CE1F003A _168B6AAE-AC81-4288-8143-49C3B7CDD23E
PowerElectronicsConnection BatteryUnit DER_675_b_3 DER_675_b_3 tlx_675_b_h_3 s2 _13289355-1D72-4EE2-AE57-0286CE1F003A _168B6AAE-AC81-4288-8143-49C3B7CDD23E
PowerElectronicsConnection BatteryUnit DER_675_b_30 DER_675_b_30 tlx_675_b_h_30 SoC _D14BFDCF-B290-466A-A3E1-0180084DDE3F _0BFC15DE-3B47-4A81-A99B-FE2C8E84A1CF
PowerElectronicsConnection BatteryUnit DER_675_b_30 DER_675_b_30 tlx_675_b_h_30 s1 _D14BFDCF-B290-466A-A3E1-0180084DDE3F _0BFC15DE-3B47-4A81-A99B-FE2C8E84A1CF
PowerElectronicsConnection BatteryUnit DER_675_b_30 DER_675_b_30 tlx_675_b_h_30 s2 _D14BFDCF-B290-466A-A3E1-0180084DDE3F _0BFC15DE-3B47-4A81-A99B-FE2C8E84A1CF
PowerElectronicsConnection BatteryUnit DER_675_b_31 DER_675_b_31 tlx_675_b_h_31 SoC _96305751-7ADE-4FFA-A7EF-C4E1491A0370 _FF28E5E1-6685-4937-AC39-3A5BC4B077FE
PowerElectronicsConnection BatteryUnit DER_675_b_31 DER_675_b_31 tlx_675_b_h_31 s1 _96305751-7ADE-4FFA-A7EF-C4E1491A0370 _FF28E5E1-6685-4937-AC39-3A5BC4B077FE
PowerElectronicsConnection BatteryUnit DER_675_b_31 DER_675_b_31 tlx_675_b_h_31 s2 _96305751-7ADE-4FFA-A7EF-C4E1491A0370 _FF28E5E1-6685-4937-AC39-3A5BC4B077FE
PowerElectronicsConnection BatteryUnit DER_675_b_32 DER_675_b_32 tlx_675_b_h_32 SoC _3922F30D-ECF1-4951-8462-9D4D4D7459C5 _13022F08-5013-4071-AD26-9CD2E5C5C107
PowerElectronicsConnection BatteryUnit DER_675_b_32 DER_675_b_32 tlx_675_b_h_32 s1 _3922F30D-ECF1-4951-8462-9D4D4D7459C5 _13022F08-5013-4071-AD26-9CD2E5C5C107
PowerElectronicsConnection BatteryUnit DER_675_b_32 DER_675_b_32 tlx_675_b_h_32 s2 _3922F30D-ECF1-4951-8462-9D4D4D7459C5 _13022F08-5013-4071-AD26-9CD2E5C5C107
PowerElectronicsConnection BatteryUnit DER_675_b_33 DER_675_b_33 tlx_675_b_h_33 SoC _F3748A70-9687-4E79-9480-9DCE86B123F1 _54422593-D0E8-4344-A1E2-CDCBA869C831
PowerElectronicsConnection BatteryUnit DER_675_b_33 DER_675_b_33 tlx_675_b_h_33 s1 _F3748A70-9687-4E79-9480-9DCE86B123F1 _54422593-D0E8-4344-A1E2-CDCBA869C831
PowerElectronicsConnection BatteryUnit DER_675_b_33 DER_675_b_33 tlx_675_b_h_33 s2 _F3748A70-9687-4E79-9480-9DCE86B123F1 _54422593-D0E8-4344-A1E2-CDCBA869C831
PowerElectronicsConnection BatteryUnit DER_675_b_34 DER_675_b_34 tlx_675_b_h_34 SoC _9E5707A2-6B03-487F-B8C9-612FBC9E7DB8 _1F663DD9-7A7F-4751-AAB1-49F00EC860CE
PowerElectronicsConnection BatteryUnit DER_675_b_34 DER_675_b_34 tlx_675_b_h_34 s1 _9E5707A2-6B03-487F-B8C9-612FBC9E7DB8 _1F663DD9-7A7F-4751-AAB1-49F00EC860CE
PowerElectronicsConnection BatteryUnit DER_675_b_34 DER_675_b_34 tlx_675_b_h_34 s2 _9E5707A2-6B03-487F-B8C9-612FBC9E7DB8 _1F663DD9-7A7F-4751-AAB1-49F00EC860CE
PowerElectronicsConnection BatteryUnit DER_675_b_35 DER_675_b_35 tlx_675_b_h_35 SoC _7B40E058-D097-4D46-A0E2-071C8A69E9FA _F1F7B531-8AE1-4EA9-AB3C-C37698E91DBD
PowerElectronicsConnection BatteryUnit DER_675_b_35 DER_675_b_35 tlx_675_b_h_35 s1 _7B40E058-D097-4D46-A0E2-071C8A69E9FA _F1F7B531-8AE1-4EA9-AB3C-C37698E91DBD
PowerElectronicsConnection BatteryUnit DER_675_b_35 DER_675_b_35 tlx_675_b_h_35 s2 _7B40E058-D097-4D46-A0E2-071C8A69E9FA _F1F7B531-8AE1-4EA9-AB3C-C37698E91DBD
PowerElectronicsConnection BatteryUnit DER_675_b_36 DER_675_b_36 tlx_675_b_h_36 SoC _6630344B-0437-4F3A-9BA9-39D8ABF7195B _C62BB84C-642D-457E-A2BC-D518775FE6F6
PowerElectronicsConnection BatteryUnit DER_675_b_36 DER_675_b_36 tlx_675_b_h_36 s1 _6630344B-0437-4F3A-9BA9-39D8ABF7195B _C62BB84C-642D-457E-A2BC-D518775FE6F6
PowerElectronicsConnection BatteryUnit DER_675_b_36 DER_675_b_36 tlx_675_b_h_36 s2 _6630344B-0437-4F3A-9BA9-39D8ABF7195B _C62BB84C-642D-457E-A2BC-D518775FE6F6
PowerElectronicsConnection BatteryUnit DER_675_b_37 DER_675_b_37 tlx_675_b_h_37 SoC _E21102B2-24AB-40DB-B3E1-DDEED6F22E3E _788C38AA-94F2-4FB6-BD46-95C507268BA9
PowerElectronicsConnection BatteryUnit DER_675_b_37 DER_675_b_37 tlx_675_b_h_37 s1 _E21102B2-24AB-40DB-B3E1-DDEED6F22E3E _788C38AA-94F2-4FB6-BD46-95C507268BA9
PowerElectronicsConnection BatteryUnit DER_675_b_37 DER_675_b_37 tlx_675_b_h_37 s2 _E21102B2-24AB-40DB-B3E1-DDEED6F22E3E _788C38AA-94F2-4FB6-BD46-95C507268BA9
PowerElectronicsConnection BatteryUnit DER_675_b_38 DER_675_b_38 tlx_675_b_h_38 SoC _368E4DC7-93FB-49AE-9D90-CE21B7C8D131 _392DB02E-1BBD-4789-A94D-74202D1B41B6
PowerElectronicsConnection BatteryUnit DER_675_b_38 DER_675_b_38 tlx_675_b_h_38 s1 _368E4DC7-93FB-49AE-9D90-CE21B7C8D131 _392DB02E-1BBD-4789-A94D-74202D1B41B6
PowerElectronicsConnection BatteryUnit DER_675_b_38 DER_675_b_38 tlx_675_b_h_38 s2 _368E4DC7-93FB-49AE-9D90-CE21B7C8D131 _392DB02E-1BBD-4789-A94D-74202D1B41B6
PowerElectronicsConnection BatteryUnit DER_675_b_39 DER_675_b_39 tlx_675_b_h_39 SoC _C9B10198-DAC8-4AB9-B4D5-1877F838B312 _7FA1122A-943E-4ACD-8868-387E446609B9
PowerElectronicsConnection BatteryUnit DER_675_b_39 DER_675_b_39 tlx_675_b_h_39 s1 _C9B10198-DAC8-4AB9-B4D5-1877F838B312 _7FA1122A-943E-4ACD-8868-387E446609B9
PowerElectronicsConnection BatteryUnit DER_675_b_39 DER_675_b_39 tlx_675_b_h_39 s2 _C9B10198-DAC8-4AB9-B4D5-1877F838B312 _7FA1122A-943E-4ACD-8868-387E446609B9
PowerElectronicsConnection BatteryUnit DER_675_b_4 DER_675_b_4 tlx_675_b_h_4 SoC _3B8F059F-0462-43A3-8A55-AE9CB3F057C9 _E9CD39CD-87FF-49FD-B880-1A7C169A806C
PowerElectronicsConnection BatteryUnit DER_675_b_4 DER_675_b_4 tlx_675_b_h_4 s1 _3B8F059F-0462-43A3-8A55-AE9CB3F057C9 _E9CD39CD-87FF-49FD-B880-1A7C169A806C
PowerElectronicsConnection BatteryUnit DER_675_b_4 DER_675_b_4 tlx_675_b_h_4 s2 _3B8F059F-0462-43A3-8A55-AE9CB3F057C9 _E9CD39CD-87FF-49FD-B880-1A7C169A806C
PowerElectronicsConnection BatteryUnit DER_675_b_40 DER_675_b_40 tlx_675_b_h_40 SoC _3C77832F-16A0-4CC6-BB59-994088E96F17 _7971008C-401F-4D20-BA08-B7AE8BCD39C3
PowerElectronicsConnection BatteryUnit DER_675_b_40 DER_675_b_40 tlx_675_b_h_40 s1 _3C77832F-16A0-4CC6-BB59-994088E96F17 _7971008C-401F-4D20-BA08-B7AE8BCD39C3
PowerElectronicsConnection BatteryUnit DER_675_b_40 DER_675_b_40 tlx_675_b_h_40 s2 _3C77832F-16A0-4CC6-BB59-994088E96F17 _7971008C-401F-4D20-BA08-B7AE8BCD39C3
PowerElectronicsConnection BatteryUnit DER_675_b_5 DER_675_b_5 tlx_675_b_h_5 SoC _D11A75A5-B81C-4382-92CD-E5DF8A1A6DBB _CF124E6D-0EEE-42C3-BC6B-268341563097
PowerElectronicsConnection BatteryUnit DER_675_b_5 DER_675_b_5 tlx_675_b_h_5 s1 _D11A75A5-B81C-4382-92CD-E5DF8A1A6DBB _CF124E6D-0EEE-42C3-BC6B-268341563097
PowerElectronicsConnection BatteryUnit DER_675_b_5 DER_675_b_5 tlx_675_b_h_5 s2 _D11A75A5-B81C-4382-92CD-E5DF8A1A6DBB _CF124E6D-0EEE-42C3-BC6B-268341563097
PowerElectronicsConnection BatteryUnit DER_675_b_6 DER_675_b_6 tlx_675_b_h_6 SoC _AFA41252-9B93-4040-9357-CBE1A9D56A27 _1C28DFCC-DC65-4241-8AFB-2EC4050EDEB5
PowerElectronicsConnection BatteryUnit DER_675_b_6 DER_675_b_6 tlx_675_b_h_6 s1 _AFA41252-9B93-4040-9357-CBE1A9D56A27 _1C28DFCC-DC65-4241-8AFB-2EC4050EDEB5
PowerElectronicsConnection BatteryUnit DER_675_b_6 DER_675_b_6 tlx_675_b_h_6 s2 _AFA41252-9B93-4040-9357-CBE1A9D56A27 _1C28DFCC-DC65-4241-8AFB-2EC4050EDEB5
PowerElectronicsConnection BatteryUnit DER_675_b_7 DER_675_b_7 tlx_675_b_h_7 SoC _F22A9C3A-733F-4FCB-BD0E-1511B409F26C _97DD105A-4F7E-4E56-A994-B8AA87FE2FFC
PowerElectronicsConnection BatteryUnit DER_675_b_7 DER_675_b_7 tlx_675_b_h_7 s1 _F22A9C3A-733F-4FCB-BD0E-1511B409F26C _97DD105A-4F7E-4E56-A994-B8AA87FE2FFC
PowerElectronicsConnection BatteryUnit DER_675_b_7 DER_675_b_7 tlx_675_b_h_7 s2 _F22A9C3A-733F-4FCB-BD0E-1511B409F26C _97DD105A-4F7E-4E56-A994-B8AA87FE2FFC
PowerElectronicsConnection BatteryUnit DER_675_b_8 DER_675_b_8 tlx_675_b_h_8 SoC _B86FC10A-8467-4718-9A1F-528E48F062B7 _109D3037-84C6-4A8F-B9FC-EBD884EFE05D
PowerElectronicsConnection BatteryUnit DER_675_b_8 DER_675_b_8 tlx_675_b_h_8 s1 _B86FC10A-8467-4718-9A1F-528E48F062B7 _109D3037-84C6-4A8F-B9FC-EBD884EFE05D
PowerElectronicsConnection BatteryUnit DER_675_b_8 DER_675_b_8 tlx_675_b_h_8 s2 _B86FC10A-8467-4718-9A1F-528E48F062B7 _109D3037-84C6-4A8F-B9FC-EBD884EFE05D
PowerElectronicsConnection BatteryUnit DER_675_b_9 DER_675_b_9 tlx_675_b_h_9 SoC _CE6E3068-E85F-49FE-AADF-EB46D95D841B _42C17185-261F-4069-B176-61A2DF58D882
PowerElectronicsConnection BatteryUnit DER_675_b_9 DER_675_b_9 tlx_675_b_h_9 s1 _CE6E3068-E85F-49FE-AADF-EB46D95D841B _42C17185-261F-4069-B176-61A2DF58D882
PowerElectronicsConnection BatteryUnit DER_675_b_9 DER_675_b_9 tlx_675_b_h_9 s2 _CE6E3068-E85F-49FE-AADF-EB46D95D841B _42C17185-261F-4069-B176-61A2DF58D882
PowerElectronicsConnection BatteryUnit DER_675_c_1 DER_675_c_1 tlx_675_c_h_1 SoC _18E3A7B5-5E25-4403-A209-3AA42F52DA1B _C61CD5B6-B199-4B6A-BF66-C045FCFBACB3
PowerElectronicsConnection BatteryUnit DER_675_c_1 DER_675_c_1 tlx_675_c_h_1 s1 _18E3A7B5-5E25-4403-A209-3AA42F52DA1B _C61CD5B6-B199-4B6A-BF66-C045FCFBACB3
PowerElectronicsConnection BatteryUnit DER_675_c_1 DER_675_c_1 tlx_675_c_h_1 s2 _18E3A7B5-5E25-4403-A209-3AA42F52DA1B _C61CD5B6-B199-4B6A-BF66-C045FCFBACB3
PowerElectronicsConnection BatteryUnit DER_675_c_10 DER_675_c_10 tlx_675_c_h_10 SoC _CB11A6AD-A728-49DE-BFCB-B272C8495493 _1B12D1B0-B0EB-4525-BCF9-81B3D7FAC4F3
PowerElectronicsConnection BatteryUnit DER_675_c_10 DER_675_c_10 tlx_675_c_h_10 s1 _CB11A6AD-A728-49DE-BFCB-B272C8495493 _1B12D1B0-B0EB-4525-BCF9-81B3D7FAC4F3
PowerElectronicsConnection BatteryUnit DER_675_c_10 DER_675_c_10 tlx_675_c_h_10 s2 _CB11A6AD-A728-49DE-BFCB-B272C8495493 _1B12D1B0-B0EB-4525-BCF9-81B3D7FAC4F3
PowerElectronicsConnection BatteryUnit DER_675_c_11 DER_675_c_11 tlx_675_c_h_11 SoC _0E27F882-3995-42C5-9BF7-BA01A7D9E9A4 _9B89B1AC-63A9-434F-8E08-ECA3989BA3BE
PowerElectronicsConnection BatteryUnit DER_675_c_11 DER_675_c_11 tlx_675_c_h_11 s1 _0E27F882-3995-42C5-9BF7-BA01A7D9E9A4 _9B89B1AC-63A9-434F-8E08-ECA3989BA3BE
PowerElectronicsConnection BatteryUnit DER_675_c_11 DER_675_c_11 tlx_675_c_h_11 s2 _0E27F882-3995-42C5-9BF7-BA01A7D9E9A4 _9B89B1AC-63A9-434F-8E08-ECA3989BA3BE
PowerElectronicsConnection BatteryUnit DER_675_c_12 DER_675_c_12 tlx_675_c_h_12 SoC _92563846-2C7B-445D-A388-94AC6AE1C7CE _6B14896A-5D0E-4DC5-A930-5C8CF462CA5C
PowerElectronicsConnection BatteryUnit DER_675_c_12 DER_675_c_12 tlx_675_c_h_12 s1 _92563846-2C7B-445D-A388-94AC6AE1C7CE _6B14896A-5D0E-4DC5-A930-5C8CF462CA5C
PowerElectronicsConnection BatteryUnit DER_675_c_12 DER_675_c_12 tlx_675_c_h_12 s2 _92563846-2C7B-445D-A388-94AC6AE1C7CE _6B14896A-5D0E-4DC5-A930-5C8CF462CA5C
PowerElectronicsConnection BatteryUnit DER_675_c_13 DER_675_c_13 tlx_675_c_h_13 SoC _110E61DA-E834-40D5-A68D-C84EC0D1EB7C _A7F04B91-FE0E-4B87-954E-29515197E0D0
PowerElectronicsConnection BatteryUnit DER_675_c_13 DER_675_c_13 tlx_675_c_h_13 s1 _110E61DA-E834-40D5-A68D-C84EC0D1EB7C _A7F04B91-FE0E-4B87-954E-29515197E0D0
PowerElectronicsConnection BatteryUnit DER_675_c_13 DER_675_c_13 tlx_675_c_h_13 s2 _110E61DA-E834-40D5-A68D-C84EC0D1EB7C _A7F04B91-FE0E-4B87-954E-29515197E0D0
PowerElectronicsConnection BatteryUnit DER_675_c_14 DER_675_c_14 tlx_675_c_h_14 SoC _91FD7827-1061-44EA-B953-4F8B21C0CADA _5841FA2A-A7AA-40D2-A681-E630F40D5140
PowerElectronicsConnection BatteryUnit DER_675_c_14 DER_675_c_14 tlx_675_c_h_14 s1 _91FD7827-1061-44EA-B953-4F8B21C0CADA _5841FA2A-A7AA-40D2-A681-E630F40D5140
PowerElectronicsConnection BatteryUnit DER_675_c_14 DER_675_c_14 tlx_675_c_h_14 s2 _91FD7827-1061-44EA-B953-4F8B21C0CADA _5841FA2A-A7AA-40D2-A681-E630F40D5140
PowerElectronicsConnection BatteryUnit DER_675_c_15 DER_675_c_15 tlx_675_c_h_15 SoC _9BD6A369-913B-4B7B-8B15-16F6738B88B1 _2521DE10-A32A-494B-9CD0-9322752A676B
PowerElectronicsConnection BatteryUnit DER_675_c_15 DER_675_c_15 tlx_675_c_h_15 s1 _9BD6A369-913B-4B7B-8B15-16F6738B88B1 _2521DE10-A32A-494B-9CD0-9322752A676B
PowerElectronicsConnection BatteryUnit DER_675_c_15 DER_675_c_15 tlx_675_c_h_15 s2 _9BD6A369-913B-4B7B-8B15-16F6738B88B1 _2521DE10-A32A-494B-9CD0-9322752A676B
PowerElectronicsConnection BatteryUnit DER_675_c_16 DER_675_c_16 tlx_675_c_h_16 SoC _E7B4E903-C3ED-42E2-9371-568D6698EFE4 _9D133513-F16C-4E2D-8A56-4137BBBCCAB4
PowerElectronicsConnection BatteryUnit DER_675_c_16 DER_675_c_16 tlx_675_c_h_16 s1 _E7B4E903-C3ED-42E2-9371-568D6698EFE4 _9D133513-F16C-4E2D-8A56-4137BBBCCAB4
PowerElectronicsConnection BatteryUnit DER_675_c_16 DER_675_c_16 tlx_675_c_h_16 s2 _E7B4E903-C3ED-42E2-9371-568D6698EFE4 _9D133513-F16C-4E2D-8A56-4137BBBCCAB4
PowerElectronicsConnection BatteryUnit DER_675_c_17 DER_675_c_17 tlx_675_c_h_17 SoC _43D2A9CE-0DB7-4699-8548-C30D9E2D935C _3F731ECC-F2C2-452D-A588-459EB4417E29
PowerElectronicsConnection BatteryUnit DER_675_c_17 DER_675_c_17 tlx_675_c_h_17 s1 _43D2A9CE-0DB7-4699-8548-C30D9E2D935C _3F731ECC-F2C2-452D-A588-459EB4417E29
PowerElectronicsConnection BatteryUnit DER_675_c_17 DER_675_c_17 tlx_675_c_h_17 s2 _43D2A9CE-0DB7-4699-8548-C30D9E2D935C _3F731ECC-F2C2-452D-A588-459EB4417E29
PowerElectronicsConnection BatteryUnit DER_675_c_18 DER_675_c_18 tlx_675_c_h_18 SoC _F2306A05-DC78-4423-97DC-4E1A1AD6173E _36F5F6CA-0234-46CC-8F84-F5924D1EAB5E
