LinearShuntCompensator cap2 n611 C _914AAA0D-2390-4529-AB33-AEE59E116A6E _4D4249B6-B1C1-4FFB-923B-8E1FE55E8212
LinearShuntCompensator cap1 n675 A _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
LinearShuntCompensator cap1 n675 B _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
LinearShuntCompensator cap1 n675 C _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
PowerTransformer RatioTapChanger Reg 2 rg60 A _3508623F-8B18-43E5-9C47-076265A27FC5 _DEF7E7E5-E406-4D86-8437-C9DB746F5C18
PowerElectronicsConnection BatteryUnit trip_load_675_b_24 trip_load_675_b_24_Battery tlx_675_b_h_24 s1 _32C5C043-661E-4B98-9980-A758D6AAF9A7 _FFB2A055-A588-4991-AB2D-5282F0498D20
PowerElectronicsConnection BatteryUnit trip_load_675_b_24 trip_load_675_b_24_Battery tlx_675_b_h_24 s2 _32C5C043-661E-4B98-9980-A758D6AAF9A7 _FFB2A055-A588-4991-AB2D-5282F0498D20
PowerElectronicsConnection BatteryUnit trip_load_675_b_25 trip_load_675_b_25_Battery tlx_675_b_h_25 SoC _A59E6081-5DC6-4E4B-9AEC-D75E43480133 _2902F721-6BFA-4C7C-8617-3B22D0DF1102
PowerElectronicsConnection BatteryUnit trip_load_675_b_25 trip_load_675_b_25_Battery tlx_675_b_h_25 s1 _A59E6081-5DC6-4E4B-9AEC-D75E43480133 _2902F721-6BFA-4C7C-8617-3B22D0DF1102
PowerElectronicsConnection BatteryUnit trip_load_675_b_25 trip_load_675_b_25_Battery tlx_675_b_h_25 s2 _A59E6081-5DC6-4E4B-9AEC-D75E43480133 _2902F721-6BFA-4C7C-8617-3B22D0DF1102
PowerElectronicsConnection BatteryUnit trip_load_675_b_26 trip_load_675_b_26_Battery tlx_675_b_h_26 SoC _09524E51-E423-4E27-999D-4FB715D84139 _1EC4A5B7-A650-40E3-9BBD-C010B4C3D59D
PowerElectronicsConnection BatteryUnit trip_load_675_b_26 trip_load_675_b_26_Battery tlx_675_b_h_26 s1 _09524E51-E423-4E27-999D-4FB715D84139 _1EC4A5B7-A650-40E3-9BBD-C010B4C3D59D
PowerElectronicsConnection BatteryUnit trip_load_675_b_26 trip_load_675_b_26_Battery tlx_675_b_h_26 s2 _09524E51-E423-4E27-999D-4FB715D84139 _1EC4A5B7-A650-40E3-9BBD-C010B4C3D59D
PowerElectronicsConnection BatteryUnit trip_load_675_b_27 trip_load_675_b_27_Battery tlx_675_b_h_27 SoC _2798BCB3-7D4B-431E-8590-C2A6DE812AF7 _F98DB09D-9B34-4D41-AEFA-EE1B060157AD
PowerElectronicsConnection BatteryUnit trip_load_675_b_27 trip_load_675_b_27_Battery tlx_675_b_h_27 s1 _2798BCB3-7D4B-431E-8590-C2A6DE812AF7 _F98DB09D-9B34-4D41-AEFA-EE1B060157AD
PowerElectronicsConnection BatteryUnit trip_load_675_b_27 trip_load_675_b_27_Battery tlx_675_b_h_27 s2 _2798BCB3-7D4B-431E-8590-C2A6DE812AF7 _F98DB09D-9B34-4D41-AEFA-EE1B060157AD
PowerElectronicsConnection BatteryUnit trip_load_675_b_28 trip_load_675_b_28_Battery tlx_675_b_h_28 SoC _17B7CD83-1FC6-409E-A68F-301E55FBA7D8 _DCDB164C-C26A-4D94-8A11-38380B127DE5
PowerElectronicsConnection BatteryUnit trip_load_675_b_28 trip_load_675_b_28_Battery tlx_675_b_h_28 s1 _17B7CD83-1FC6-409E-A68F-301E55FBA7D8 _DCDB164C-C26A-4D94-8A11-38380B127DE5
PowerElectronicsConnection BatteryUnit trip_load_675_b_28 trip_load_675_b_28_Battery tlx_675_b_h_28 s2 _17B7CD83-1FC6-409E-A68F-301E55FBA7D8 _DCDB164C-C26A-4D94-8A11-38380B127DE5
PowerElectronicsConnection BatteryUnit trip_load_675_b_29 trip_load_675_b_29_Battery tlx_675_b_h_29 SoC _70B15269-37A0-4951-BAF0-1B632BB26F0B _5C5DE2DC-7470-4853-80BD-5401D3399044
PowerElectronicsConnection BatteryUnit trip_load_675_b_29 trip_load_675_b_29_Battery tlx_675_b_h_29 s1 _70B15269-37A0-4951-BAF0-1B632BB26F0B _5C5DE2DC-7470-4853-80BD-5401D3399044
PowerElectronicsConnection BatteryUnit trip_load_675_b_29 trip_load_675_b_29_Battery tlx_675_b_h_29 s2 _70B15269-37A0-4951-BAF0-1B632BB26F0B _5C5DE2DC-7470-4853-80BD-5401D3399044
PowerElectronicsConnection BatteryUnit trip_load_675_b_3 trip_load_675_b_3_Battery tlx_675_b_h_3 SoC _1F8DEB7C-F6EB-45E6-A7DC-212FC35B7067 _5EACBD27-644A-43A5-943B-426B856886B9
PowerElectronicsConnection BatteryUnit trip_load_675_b_3 trip_load_675_b_3_Battery tlx_675_b_h_3 s1 _1F8DEB7C-F6EB-45E6-A7DC-212FC35B7067 _5EACBD27-644A-43A5-943B-426B856886B9
PowerElectronicsConnection BatteryUnit trip_load_675_b_3 trip_load_675_b_3_Battery tlx_675_b_h_3 s2 _1F8DEB7C-F6EB-45E6-A7DC-212FC35B7067 _5EACBD27-644A-43A5-943B-426B856886B9
PowerElectronicsConnection BatteryUnit trip_load_675_b_30 trip_load_675_b_30_Battery tlx_675_b_h_30 SoC _D8E21387-6DA3-47C9-B064-AF663ED81DAD _B72E546D-D94C-4623-A2AC-1CABC22198C4
PowerElectronicsConnection BatteryUnit trip_load_675_b_30 trip_load_675_b_30_Battery tlx_675_b_h_30 s1 _D8E21387-6DA3-47C9-B064-AF663ED81DAD _B72E546D-D94C-4623-A2AC-1CABC22198C4
PowerElectronicsConnection BatteryUnit trip_load_675_b_30 trip_load_675_b_30_Battery tlx_675_b_h_30 s2 _D8E21387-6DA3-47C9-B064-AF663ED81DAD _B72E546D-D94C-4623-A2AC-1CABC22198C4
PowerElectronicsConnection BatteryUnit trip_load_675_b_31 trip_load_675_b_31_Battery tlx_675_b_h_31 SoC _3EAF5E14-04A1-43BB-A539-429A6AAB09C9 _720F31B6-25F9-4E43-8A38-0B46FC2796E2
PowerElectronicsConnection BatteryUnit trip_load_675_b_31 trip_load_675_b_31_Battery tlx_675_b_h_31 s1 _3EAF5E14-04A1-43BB-A539-429A6AAB09C9 _720F31B6-25F9-4E43-8A38-0B46FC2796E2
PowerElectronicsConnection BatteryUnit trip_load_675_b_31 trip_load_675_b_31_Battery tlx_675_b_h_31 s2 _3EAF5E14-04A1-43BB-A539-429A6AAB09C9 _720F31B6-25F9-4E43-8A38-0B46FC2796E2
PowerElectronicsConnection BatteryUnit trip_load_675_b_32 trip_load_675_b_32_Battery tlx_675_b_h_32 SoC _66692CCC-B5AF-4C86-921D-07FD1D912A02 _F78011B4-DA4E-4879-99F5-A35FB88F8F4C
PowerElectronicsConnection BatteryUnit trip_load_675_b_32 trip_load_675_b_32_Battery tlx_675_b_h_32 s1 _66692CCC-B5AF-4C86-921D-07FD1D912A02 _F78011B4-DA4E-4879-99F5-A35FB88F8F4C
PowerElectronicsConnection BatteryUnit trip_load_675_b_32 trip_load_675_b_32_Battery tlx_675_b_h_32 s2 _66692CCC-B5AF-4C86-921D-07FD1D912A02 _F78011B4-DA4E-4879-99F5-A35FB88F8F4C
PowerElectronicsConnection BatteryUnit trip_load_675_b_33 trip_load_675_b_33_Battery tlx_675_b_h_33 SoC _0F402EB5-649A-4F46-B6BA-3BEBE5634275 _81A4359B-5515-414A-8539-CE4EFF0663C6
PowerElectronicsConnection BatteryUnit trip_load_675_b_33 trip_load_675_b_33_Battery tlx_675_b_h_33 s1 _0F402EB5-649A-4F46-B6BA-3BEBE5634275 _81A4359B-5515-414A-8539-CE4EFF0663C6
PowerElectronicsConnection BatteryUnit trip_load_675_b_33 trip_load_675_b_33_Battery tlx_675_b_h_33 s2 _0F402EB5-649A-4F46-B6BA-3BEBE5634275 _81A4359B-5515-414A-8539-CE4EFF0663C6
PowerElectronicsConnection BatteryUnit trip_load_675_b_34 trip_load_675_b_34_Battery tlx_675_b_h_34 SoC _1AF717A3-DEB0-4193-BA73-0C229416B85F _6B7710C9-D1E5-40DB-B618-1AB7B30BBD6B
PowerElectronicsConnection BatteryUnit trip_load_675_b_34 trip_load_675_b_34_Battery tlx_675_b_h_34 s1 _1AF717A3-DEB0-4193-BA73-0C229416B85F _6B7710C9-D1E5-40DB-B618-1AB7B30BBD6B
PowerElectronicsConnection BatteryUnit trip_load_675_b_34 trip_load_675_b_34_Battery tlx_675_b_h_34 s2 _1AF717A3-DEB0-4193-BA73-0C229416B85F _6B7710C9-D1E5-40DB-B618-1AB7B30BBD6B
PowerElectronicsConnection BatteryUnit trip_load_675_b_35 trip_load_675_b_35_Battery tlx_675_b_h_35 SoC _4F2B2284-B9FA-48B4-8B60-AA3BB78C09E4 _6C6D391C-7B11-4915-B9A0-3A3180EE2E45
PowerElectronicsConnection BatteryUnit trip_load_675_b_35 trip_load_675_b_35_Battery tlx_675_b_h_35 s1 _4F2B2284-B9FA-48B4-8B60-AA3BB78C09E4 _6C6D391C-7B11-4915-B9A0-3A3180EE2E45
PowerElectronicsConnection BatteryUnit trip_load_675_b_35 trip_load_675_b_35_Battery tlx_675_b_h_35 s2 _4F2B2284-B9FA-48B4-8B60-AA3BB78C09E4 _6C6D391C-7B11-4915-B9A0-3A3180EE2E45
PowerElectronicsConnection BatteryUnit trip_load_675_b_36 trip_load_675_b_36_Battery tlx_675_b_h_36 SoC _79C19E21-95A3-4F13-9206-8DBE61D6461B _B8F6CCF6-9947-4609-A763-D56A5DAAFD73
PowerElectronicsConnection BatteryUnit trip_load_675_b_36 trip_load_675_b_36_Battery tlx_675_b_h_36 s1 _79C19E21-95A3-4F13-9206-8DBE61D6461B _B8F6CCF6-9947-4609-A763-D56A5DAAFD73
PowerElectronicsConnection BatteryUnit trip_load_675_b_36 trip_load_675_b_36_Battery tlx_675_b_h_36 s2 _79C19E21-95A3-4F13-9206-8DBE61D6461B _B8F6CCF6-9947-4609-A763-D56A5DAAFD73
PowerElectronicsConnection BatteryUnit trip_load_675_b_37 trip_load_675_b_37_Battery tlx_675_b_h_37 SoC _1AB33FE6-CE5F-4B9D-BBD1-04E06F5E2CED _7107AC9D-3D90-416B-AAB3-F5A1EE2AE3DB
PowerElectronicsConnection BatteryUnit trip_load_675_b_37 trip_load_675_b_37_Battery tlx_675_b_h_37 s1 _1AB33FE6-CE5F-4B9D-BBD1-04E06F5E2CED _7107AC9D-3D90-416B-AAB3-F5A1EE2AE3DB
PowerElectronicsConnection BatteryUnit trip_load_675_b_37 trip_load_675_b_37_Battery tlx_675_b_h_37 s2 _1AB33FE6-CE5F-4B9D-BBD1-04E06F5E2CED _7107AC9D-3D90-416B-AAB3-F5A1EE2AE3DB
PowerElectronicsConnection BatteryUnit trip_load_675_b_38 trip_load_675_b_38_Battery tlx_675_b_h_38 SoC _25BAE1F3-BDE0-471D-B441-85AE5C0BBF56 _3325909E-5981-414A-BD34-3BC77E68C6A7
PowerElectronicsConnection BatteryUnit trip_load_675_b_38 trip_load_675_b_38_Battery tlx_675_b_h_38 s1 _25BAE1F3-BDE0-471D-B441-85AE5C0BBF56 _3325909E-5981-414A-BD34-3BC77E68C6A7
PowerElectronicsConnection BatteryUnit trip_load_675_b_38 trip_load_675_b_38_Battery tlx_675_b_h_38 s2 _25BAE1F3-BDE0-471D-B441-85AE5C0BBF56 _3325909E-5981-414A-BD34-3BC77E68C6A7
PowerElectronicsConnection BatteryUnit trip_load_675_b_39 trip_load_675_b_39_Battery tlx_675_b_h_39 SoC _51939D9C-5348-471E-B272-0AC0EA1FBEDB _46DBBB92-060B-4BAC-AA3A-196DF6077170
PowerElectronicsConnection BatteryUnit trip_load_675_b_39 trip_load_675_b_39_Battery tlx_675_b_h_39 s1 _51939D9C-5348-471E-B272-0AC0EA1FBEDB _46DBBB92-060B-4BAC-AA3A-196DF6077170
PowerElectronicsConnection BatteryUnit trip_load_675_b_39 trip_load_675_b_39_Battery tlx_675_b_h_39 s2 _51939D9C-5348-471E-B272-0AC0EA1FBEDB _46DBBB92-060B-4BAC-AA3A-196DF6077170
PowerElectronicsConnection BatteryUnit trip_load_675_b_4 trip_load_675_b_4_Battery tlx_675_b_h_4 SoC _DE568281-5C67-4B4D-9251-2E9030B3605F _70D28DBA-4D46-48FB-B36E-816AAA705F41
PowerElectronicsConnection BatteryUnit trip_load_675_b_4 trip_load_675_b_4_Battery tlx_675_b_h_4 s1 _DE568281-5C67-4B4D-9251-2E9030B3605F _70D28DBA-4D46-48FB-B36E-816AAA705F41
PowerElectronicsConnection BatteryUnit trip_load_675_b_4 trip_load_675_b_4_Battery tlx_675_b_h_4 s2 _DE568281-5C67-4B4D-9251-2E9030B3605F _70D28DBA-4D46-48FB-B36E-816AAA705F41
PowerElectronicsConnection BatteryUnit trip_load_675_b_40 trip_load_675_b_40_Battery tlx_675_b_h_40 SoC _858B1EFD-7D1B-46E8-B283-26068BF2FBF6 _302F8A32-C204-4619-B25B-A4C147D9774F
PowerElectronicsConnection BatteryUnit trip_load_675_b_40 trip_load_675_b_40_Battery tlx_675_b_h_40 s1 _858B1EFD-7D1B-46E8-B283-26068BF2FBF6 _302F8A32-C204-4619-B25B-A4C147D9774F
PowerElectronicsConnection BatteryUnit trip_load_675_b_40 trip_load_675_b_40_Battery tlx_675_b_h_40 s2 _858B1EFD-7D1B-46E8-B283-26068BF2FBF6 _302F8A32-C204-4619-B25B-A4C147D9774F
PowerElectronicsConnection BatteryUnit trip_load_675_b_5 trip_load_675_b_5_Battery tlx_675_b_h_5 SoC _C77EDE20-AB84-4000-9F1C-693B201353D7 _ADFF34E9-E95D-4F7A-8AF6-230AD571C739
PowerElectronicsConnection BatteryUnit trip_load_675_b_5 trip_load_675_b_5_Battery tlx_675_b_h_5 s1 _C77EDE20-AB84-4000-9F1C-693B201353D7 _ADFF34E9-E95D-4F7A-8AF6-230AD571C739
PowerElectronicsConnection BatteryUnit trip_load_675_b_5 trip_load_675_b_5_Battery tlx_675_b_h_5 s2 _C77EDE20-AB84-4000-9F1C-693B201353D7 _ADFF34E9-E95D-4F7A-8AF6-230AD571C739
PowerElectronicsConnection BatteryUnit trip_load_675_b_6 trip_load_675_b_6_Battery tlx_675_b_h_6 SoC _490E6BF8-71CC-4997-A16F-08239888B1A2 _407CBAAC-D5B4-4C2B-8440-F8459B42EB12
PowerElectronicsConnection BatteryUnit trip_load_675_b_6 trip_load_675_b_6_Battery tlx_675_b_h_6 s1 _490E6BF8-71CC-4997-A16F-08239888B1A2 _407CBAAC-D5B4-4C2B-8440-F8459B42EB12
PowerElectronicsConnection BatteryUnit trip_load_675_b_6 trip_load_675_b_6_Battery tlx_675_b_h_6 s2 _490E6BF8-71CC-4997-A16F-08239888B1A2 _407CBAAC-D5B4-4C2B-8440-F8459B42EB12
PowerElectronicsConnection BatteryUnit trip_load_675_b_7 trip_load_675_b_7_Battery tlx_675_b_h_7 SoC _43B2896C-05AE-4EC4-9A98-DA7F6828B993 _3901F23B-FDA8-4CAE-A2E7-F378CECFCDE9
PowerElectronicsConnection BatteryUnit trip_load_675_b_7 trip_load_675_b_7_Battery tlx_675_b_h_7 s1 _43B2896C-05AE-4EC4-9A98-DA7F6828B993 _3901F23B-FDA8-4CAE-A2E7-F378CECFCDE9
PowerElectronicsConnection BatteryUnit trip_load_675_b_7 trip_load_675_b_7_Battery tlx_675_b_h_7 s2 _43B2896C-05AE-4EC4-9A98-DA7F6828B993 _3901F23B-FDA8-4CAE-A2E7-F378CECFCDE9
PowerElectronicsConnection BatteryUnit trip_load_675_b_8 trip_load_675_b_8_Battery tlx_675_b_h_8 SoC _6AB92B2C-280D-454C-9897-FD79ED18237E _A3F52CA8-51DE-42DF-94FC-CAC927A96194
PowerElectronicsConnection BatteryUnit trip_load_675_b_8 trip_load_675_b_8_Battery tlx_675_b_h_8 s1 _6AB92B2C-280D-454C-9897-FD79ED18237E _A3F52CA8-51DE-42DF-94FC-CAC927A96194
PowerElectronicsConnection BatteryUnit trip_load_675_b_8 trip_load_675_b_8_Battery tlx_675_b_h_8 s2 _6AB92B2C-280D-454C-9897-FD79ED18237E _A3F52CA8-51DE-42DF-94FC-CAC927A96194
PowerElectronicsConnection BatteryUnit trip_load_675_b_9 trip_load_675_b_9_Battery tlx_675_b_h_9 SoC _28F1DFD9-5C86-4C3E-8D5D-C61894C178F3 _50A99044-49F0-4EB0-8AE6-61AE6516CD10
PowerElectronicsConnection BatteryUnit trip_load_675_b_9 trip_load_675_b_9_Battery tlx_675_b_h_9 s1 _28F1DFD9-5C86-4C3E-8D5D-C61894C178F3 _50A99044-49F0-4EB0-8AE6-61AE6516CD10
PowerElectronicsConnection BatteryUnit trip_load_675_b_9 trip_load_675_b_9_Battery tlx_675_b_h_9 s2 _28F1DFD9-5C86-4C3E-8D5D-C61894C178F3 _50A99044-49F0-4EB0-8AE6-61AE6516CD10
PowerElectronicsConnection BatteryUnit trip_load_675_c_1 trip_load_675_c_1_Battery tlx_675_c_h_1 SoC _2BB3A15A-E53F-4524-82EB-FC249EC179E1 _80CF8F2B-0E16-4879-95C5-C2EF3E64017E
PowerElectronicsConnection BatteryUnit trip_load_675_c_1 trip_load_675_c_1_Battery tlx_675_c_h_1 s1 _2BB3A15A-E53F-4524-82EB-FC249EC179E1 _80CF8F2B-0E16-4879-95C5-C2EF3E64017E
PowerElectronicsConnection BatteryUnit trip_load_675_c_1 trip_load_675_c_1_Battery tlx_675_c_h_1 s2 _2BB3A15A-E53F-4524-82EB-FC249EC179E1 _80CF8F2B-0E16-4879-95C5-C2EF3E64017E
PowerElectronicsConnection BatteryUnit trip_load_675_c_10 trip_load_675_c_10_Battery tlx_675_c_h_10 SoC _53F19FC7-43EB-4AF0-A61B-FC78D68B2C8D _AEB163C6-C1CA-43D6-9521-0329B80C8488
PowerElectronicsConnection BatteryUnit trip_load_675_c_10 trip_load_675_c_10_Battery tlx_675_c_h_10 s1 _53F19FC7-43EB-4AF0-A61B-FC78D68B2C8D _AEB163C6-C1CA-43D6-9521-0329B80C8488
PowerElectronicsConnection BatteryUnit trip_load_675_c_10 trip_load_675_c_10_Battery tlx_675_c_h_10 s2 _53F19FC7-43EB-4AF0-A61B-FC78D68B2C8D _AEB163C6-C1CA-43D6-9521-0329B80C8488
PowerElectronicsConnection BatteryUnit trip_load_675_c_11 trip_load_675_c_11_Battery tlx_675_c_h_11 SoC _79D83E96-E70C-48DE-8FC5-166DFEE57748 _E389BFA5-4ECB-43AD-BCB7-27678D2AC049
PowerElectronicsConnection BatteryUnit trip_load_675_c_11 trip_load_675_c_11_Battery tlx_675_c_h_11 s1 _79D83E96-E70C-48DE-8FC5-166DFEE57748 _E389BFA5-4ECB-43AD-BCB7-27678D2AC049
PowerElectronicsConnection BatteryUnit trip_load_675_c_11 trip_load_675_c_11_Battery tlx_675_c_h_11 s2 _79D83E96-E70C-48DE-8FC5-166DFEE57748 _E389BFA5-4ECB-43AD-BCB7-27678D2AC049
PowerElectronicsConnection BatteryUnit trip_load_675_c_12 trip_load_675_c_12_Battery tlx_675_c_h_12 SoC _3D29659C-3B37-4525-A26A-A7D6C81176AB _1AA54905-83C9-4FA7-B7F6-E9F339FA1EE2
PowerElectronicsConnection BatteryUnit trip_load_675_c_12 trip_load_675_c_12_Battery tlx_675_c_h_12 s1 _3D29659C-3B37-4525-A26A-A7D6C81176AB _1AA54905-83C9-4FA7-B7F6-E9F339FA1EE2
PowerElectronicsConnection BatteryUnit trip_load_675_c_12 trip_load_675_c_12_Battery tlx_675_c_h_12 s2 _3D29659C-3B37-4525-A26A-A7D6C81176AB _1AA54905-83C9-4FA7-B7F6-E9F339FA1EE2
PowerElectronicsConnection BatteryUnit trip_load_675_c_13 trip_load_675_c_13_Battery tlx_675_c_h_13 SoC _609F4500-395F-47CE-B246-D154ACF981C9 _61D7B375-82FD-4A58-AA89-A14D792AC512
PowerElectronicsConnection BatteryUnit trip_load_675_c_13 trip_load_675_c_13_Battery tlx_675_c_h_13 s1 _609F4500-395F-47CE-B246-D154ACF981C9 _61D7B375-82FD-4A58-AA89-A14D792AC512
PowerElectronicsConnection BatteryUnit trip_load_675_c_13 trip_load_675_c_13_Battery tlx_675_c_h_13 s2 _609F4500-395F-47CE-B246-D154ACF981C9 _61D7B375-82FD-4A58-AA89-A14D792AC512
PowerElectronicsConnection BatteryUnit trip_load_675_c_14 trip_load_675_c_14_Battery tlx_675_c_h_14 SoC _35F5CBFB-7423-4B32-BD6B-E83121D523B8 _8F58A25B-43F6-4D4B-895E-9C2E2EC0D69C
PowerElectronicsConnection BatteryUnit trip_load_675_c_14 trip_load_675_c_14_Battery tlx_675_c_h_14 s1 _35F5CBFB-7423-4B32-BD6B-E83121D523B8 _8F58A25B-43F6-4D4B-895E-9C2E2EC0D69C
PowerElectronicsConnection BatteryUnit trip_load_675_c_14 trip_load_675_c_14_Battery tlx_675_c_h_14 s2 _35F5CBFB-7423-4B32-BD6B-E83121D523B8 _8F58A25B-43F6-4D4B-895E-9C2E2EC0D69C
PowerElectronicsConnection BatteryUnit trip_load_675_c_15 trip_load_675_c_15_Battery tlx_675_c_h_15 SoC _8DFDF377-A79E-44BD-8C5E-D2CA0C9D142B _A0B8EA5A-A00C-42B7-857D-36D3FDF42CA3
PowerElectronicsConnection BatteryUnit trip_load_675_c_15 trip_load_675_c_15_Battery tlx_675_c_h_15 s1 _8DFDF377-A79E-44BD-8C5E-D2CA0C9D142B _A0B8EA5A-A00C-42B7-857D-36D3FDF42CA3
PowerElectronicsConnection BatteryUnit trip_load_675_c_15 trip_load_675_c_15_Battery tlx_675_c_h_15 s2 _8DFDF377-A79E-44BD-8C5E-D2CA0C9D142B _A0B8EA5A-A00C-42B7-857D-36D3FDF42CA3
PowerElectronicsConnection BatteryUnit trip_load_675_c_16 trip_load_675_c_16_Battery tlx_675_c_h_16 SoC _EB495A2B-6D4A-4723-BF41-EF31705751D6 _EB2040A7-2CBD-44AC-838E-0D04C6212F81
PowerElectronicsConnection BatteryUnit trip_load_675_c_16 trip_load_675_c_16_Battery tlx_675_c_h_16 s1 _EB495A2B-6D4A-4723-BF41-EF31705751D6 _EB2040A7-2CBD-44AC-838E-0D04C6212F81
PowerElectronicsConnection BatteryUnit trip_load_675_c_16 trip_load_675_c_16_Battery tlx_675_c_h_16 s2 _EB495A2B-6D4A-4723-BF41-EF31705751D6 _EB2040A7-2CBD-44AC-838E-0D04C6212F81
PowerElectronicsConnection BatteryUnit trip_load_675_c_17 trip_load_675_c_17_Battery tlx_675_c_h_17 SoC _9F8DE200-76AB-4BA6-83F3-D7C6A2CC1EC1 _BC639C3D-E4BD-4D00-B66F-5C9ACE29FE13
PowerElectronicsConnection BatteryUnit trip_load_675_c_17 trip_load_675_c_17_Battery tlx_675_c_h_17 s1 _9F8DE200-76AB-4BA6-83F3-D7C6A2CC1EC1 _BC639C3D-E4BD-4D00-B66F-5C9ACE29FE13
PowerElectronicsConnection BatteryUnit trip_load_675_c_17 trip_load_675_c_17_Battery tlx_675_c_h_17 s2 _9F8DE200-76AB-4BA6-83F3-D7C6A2CC1EC1 _BC639C3D-E4BD-4D00-B66F-5C9ACE29FE13
PowerElectronicsConnection BatteryUnit trip_load_675_c_18 trip_load_675_c_18_Battery tlx_675_c_h_18 SoC _0E4C101F-807D-4C37-B8BE-9323A129BEF9 _BAA5D7D1-D51D-4C16-AC40-F0487C59B4C3
PowerElectronicsConnection BatteryUnit trip_load_675_c_18 trip_load_675_c_18_Battery tlx_675_c_h_18 s1 _0E4C101F-807D-4C37-B8BE-9323A129BEF9 _BAA5D7D1-D51D-4C16-AC40-F0487C59B4C3
PowerElectronicsConnection BatteryUnit trip_load_675_c_18 trip_load_675_c_18_Battery tlx_675_c_h_18 s2 _0E4C101F-807D-4C37-B8BE-9323A129BEF9 _BAA5D7D1-D51D-4C16-AC40-F0487C59B4C3
PowerElectronicsConnection BatteryUnit trip_load_675_c_19 trip_load_675_c_19_Battery tlx_675_c_h_19 SoC _36D62A9B-CDB8-44FD-AE7F-970D51724086 _77EB9F53-BA25-43E3-9A90-DD6F4CBDE0D5
PowerElectronicsConnection BatteryUnit trip_load_675_c_19 trip_load_675_c_19_Battery tlx_675_c_h_19 s1 _36D62A9B-CDB8-44FD-AE7F-970D51724086 _77EB9F53-BA25-43E3-9A90-DD6F4CBDE0D5
PowerElectronicsConnection BatteryUnit trip_load_675_c_19 trip_load_675_c_19_Battery tlx_675_c_h_19 s2 _36D62A9B-CDB8-44FD-AE7F-970D51724086 _77EB9F53-BA25-43E3-9A90-DD6F4CBDE0D5
PowerElectronicsConnection BatteryUnit trip_load_675_c_2 trip_load_675_c_2_Battery tlx_675_c_h_2 SoC _AAE0AF55-7983-4670-9785-C4B4CCC37751 _DB166CD2-EB6B-4D78-98CE-0BA1AF17C705
PowerElectronicsConnection BatteryUnit trip_load_675_c_2 trip_load_675_c_2_Battery tlx_675_c_h_2 s1 _AAE0AF55-7983-4670-9785-C4B4CCC37751 _DB166CD2-EB6B-4D78-98CE-0BA1AF17C705
PowerElectronicsConnection BatteryUnit trip_load_675_c_2 trip_load_675_c_2_Battery tlx_675_c_h_2 s2 _AAE0AF55-7983-4670-9785-C4B4CCC37751 _DB166CD2-EB6B-4D78-98CE-0BA1AF17C705
PowerElectronicsConnection BatteryUnit trip_load_675_c_20 trip_load_675_c_20_Battery tlx_675_c_h_20 SoC _71487AB6-1578-4563-9843-E53D1E29FC27 _5A1EB66E-A021-41DA-8D23-7E28D64F2919
PowerElectronicsConnection BatteryUnit trip_load_675_c_20 trip_load_675_c_20_Battery tlx_675_c_h_20 s1 _71487AB6-1578-4563-9843-E53D1E29FC27 _5A1EB66E-A021-41DA-8D23-7E28D64F2919
PowerElectronicsConnection BatteryUnit trip_load_675_c_20 trip_load_675_c_20_Battery tlx_675_c_h_20 s2 _71487AB6-1578-4563-9843-E53D1E29FC27 _5A1EB66E-A021-41DA-8D23-7E28D64F2919
PowerElectronicsConnection BatteryUnit trip_load_675_c_21 trip_load_675_c_21_Battery tlx_675_c_h_21 SoC _7B5449D8-4832-4E8D-B727-9CDDFC6EDDB2 _5684098C-8D91-413B-80F7-AB53AB4C1F16
PowerElectronicsConnection BatteryUnit trip_load_675_c_21 trip_load_675_c_21_Battery tlx_675_c_h_21 s1 _7B5449D8-4832-4E8D-B727-9CDDFC6EDDB2 _5684098C-8D91-413B-80F7-AB53AB4C1F16
PowerElectronicsConnection BatteryUnit trip_load_675_c_21 trip_load_675_c_21_Battery tlx_675_c_h_21 s2 _7B5449D8-4832-4E8D-B727-9CDDFC6EDDB2 _5684098C-8D91-413B-80F7-AB53AB4C1F16
PowerElectronicsConnection BatteryUnit trip_load_675_c_22 trip_load_675_c_22_Battery tlx_675_c_h_22 SoC _79B1BE48-7ADA-42C3-BAD5-A0F8BCC6B7F8 _19165548-9924-4F2E-96B9-A73FF06A1029
PowerElectronicsConnection BatteryUnit trip_load_675_c_22 trip_load_675_c_22_Battery tlx_675_c_h_22 s1 _79B1BE48-7ADA-42C3-BAD5-A0F8BCC6B7F8 _19165548-9924-4F2E-96B9-A73FF06A1029
PowerElectronicsConnection BatteryUnit trip_load_675_c_22 trip_load_675_c_22_Battery tlx_675_c_h_22 s2 _79B1BE48-7ADA-42C3-BAD5-A0F8BCC6B7F8 _19165548-9924-4F2E-96B9-A73FF06A1029
