Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TRIP_LINE_632_C_H_9, 1.43619E-6,  -121.18,   1.449E-6,    58.82,          0,     0.00,          0,     0.00, 1.28078E-8,    58.82, 3.88536E-12,    69.44, 4.29008E-12,   -57.99,          0,     0.00,          0,     0.00, 3.63798E-12,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_10, 1.43618E-6,  -121.18,   1.449E-6,    58.82,          0,     0.00,          0,     0.00,  1.2811E-8,    58.81, 2.03369E-12,   -63.43, 3.18323E-12,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,  -141.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_11, 1.43618E-6,  -121.18,   1.449E-6,    58.82,          0,     0.00,          0,     0.00,  1.2811E-8,    58.81, 2.03369E-12,   -63.43, 3.18323E-12,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,  -141.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_12, 1.43618E-6,  -121.18,   1.449E-6,    58.82,          0,     0.00,          0,     0.00,  1.2811E-8,    58.81, 2.03369E-12,   -63.43, 3.18323E-12,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,  -141.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_13, 1.43618E-6,  -121.18,   1.449E-6,    58.82,          0,     0.00,          0,     0.00,  1.2811E-8,    58.81, 2.03369E-12,   -63.43, 3.18323E-12,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,  -141.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_14, 1.43618E-6,  -121.18,   1.449E-6,    58.82,          0,     0.00,          0,     0.00,  1.2811E-8,    58.81, 2.03369E-12,   -63.43, 3.18323E-12,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,  -141.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_15, 1.43618E-6,  -121.18,   1.449E-6,    58.82,          0,     0.00,          0,     0.00,  1.2811E-8,    58.81, 2.03369E-12,   -63.43, 3.18323E-12,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,  -141.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_16, 1.43618E-6,  -121.18,   1.449E-6,    58.82,          0,     0.00,          0,     0.00,  1.2811E-8,    58.81, 2.03369E-12,   -63.43, 3.18323E-12,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,  -141.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_632_C_XFMR_632_C_3,   0.005578,    58.82,          0,     0.00,          0,     0.00,          0,     0.00,   0.005578,    58.82, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_17, 1.43619E-6,  -121.18,   1.449E-6,    58.82,          0,     0.00,          0,     0.00, 1.28061E-8,    58.80, 4.54747E-13,   180.00, 4.83403E-12,  -131.19,          0,     0.00,          0,     0.00, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_18, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_19, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_20, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_21, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_22, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_23, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_24, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_632_C_XFMR_632_C_4,   0.005578,    58.82,          0,     0.00,          0,     0.00,          0,     0.00,   0.005578,    58.82, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_25, 1.43619E-6,  -121.18,   1.449E-6,    58.82,          0,     0.00,          0,     0.00, 1.28061E-8,    58.80, 4.54747E-13,   180.00, 4.83403E-12,  -131.19,          0,     0.00,          0,     0.00, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_26, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_27, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_28, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_29, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_30, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_31, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_32, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_632_C_XFMR_632_C_5,   0.005578,    58.82,          0,     0.00,          0,     0.00,          0,     0.00,   0.005578,    58.82, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00, 0.00559904,  -121.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_33, 1.43619E-6,  -121.18,   1.449E-6,    58.82,          0,     0.00,          0,     0.00, 1.28061E-8,    58.80, 4.54747E-13,   180.00, 4.83403E-12,  -131.19,          0,     0.00,          0,     0.00, 5.14488E-12,  -135.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_34, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_35, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_36, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_37, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_38, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_39, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_632_C_H_40, 1.43619E-6,  -121.18, 1.44899E-6,    58.82,          0,     0.00,          0,     0.00, 1.28062E-8,    58.83, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00, 7.29015E-12,   -93.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_A_XFMR_692_A_1, 0.00568801,   -62.34,          0,     0.00,          0,     0.00,          0,     0.00, 0.00568801,   -62.34, 0.00570946,   117.66,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570946,   117.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_1, 1.46451E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30735E-8,   -62.31, 5.53224E-12,   170.54, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00, 4.89778E-12,   111.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_2, 1.46451E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30646E-8,   -62.30, 5.75215E-12,  -161.57, 8.13477E-12,    26.57,          0,     0.00,          0,     0.00, 2.57244E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_3, 1.46451E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30646E-8,   -62.30, 5.75215E-12,  -161.57, 8.13477E-12,    26.57,          0,     0.00,          0,     0.00, 2.57244E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_4, 1.46451E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30646E-8,   -62.30, 5.75215E-12,  -161.57, 8.13477E-12,    26.57,          0,     0.00,          0,     0.00, 2.57244E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_5, 1.46451E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30646E-8,   -62.30, 5.75215E-12,  -161.57, 8.13477E-12,    26.57,          0,     0.00,          0,     0.00, 2.57244E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_6, 1.46451E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30646E-8,   -62.30, 5.75215E-12,  -161.57, 8.13477E-12,    26.57,          0,     0.00,          0,     0.00, 2.57244E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_7, 1.46451E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30646E-8,   -62.30, 5.75215E-12,  -161.57, 8.13477E-12,    26.57,          0,     0.00,          0,     0.00, 2.57244E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_8, 1.46451E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30646E-8,   -62.30, 5.75215E-12,  -161.57, 8.13477E-12,    26.57,          0,     0.00,          0,     0.00, 2.57244E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_A_XFMR_692_A_2, 0.00568801,   -62.34,          0,     0.00,          0,     0.00,          0,     0.00, 0.00568801,   -62.34, 0.00570946,   117.66,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570946,   117.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_9, 1.46451E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30653E-8,   -62.33, 6.10108E-12,   153.43, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00, 1.3022E-11,   167.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_10, 1.46452E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30539E-8,   -62.33, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_11, 1.46452E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30539E-8,   -62.33, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_12, 1.46452E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30539E-8,   -62.33, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_13, 1.46452E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30539E-8,   -62.33, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_14, 1.46452E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30539E-8,   -62.33, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_15, 1.46452E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30539E-8,   -62.33, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_16, 1.46452E-6,   117.66, 1.47758E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30539E-8,   -62.33, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00, 8.95748E-12,  -113.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_A_XFMR_692_A_3, 0.00568801,   -62.34,          0,     0.00,          0,     0.00,          0,     0.00, 0.00568801,   -62.34, 0.00570946,   117.66,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570946,   117.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_17, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30638E-8,   -62.29, 7.77073E-12,  -159.44, 5.14488E-12,   135.00,          0,     0.00,          0,     0.00, 1.09518E-11,   175.24,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_18, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_19, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_20, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_21, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_22, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_23, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_24, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_A_XFMR_692_A_4, 0.00568801,   -62.34,          0,     0.00,          0,     0.00,          0,     0.00, 0.00568801,   -62.34, 0.00570946,   117.66,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570946,   117.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_25, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30638E-8,   -62.29, 7.77073E-12,  -159.44, 5.14488E-12,   135.00,          0,     0.00,          0,     0.00, 1.09518E-11,   175.24,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_26, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_27, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_28, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_29, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_30, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_31, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_32, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_692_A_XFMR_692_A_5, 0.00568801,   -62.34,          0,     0.00,          0,     0.00,          0,     0.00, 0.00568801,   -62.34, 0.00570946,   117.66,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570946,   117.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_33, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30638E-8,   -62.29, 7.77073E-12,  -159.44, 5.14488E-12,   135.00,          0,     0.00,          0,     0.00, 1.09518E-11,   175.24,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_34, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_35, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_36, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_37, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_692_A_H_38, 1.46451E-6,   117.66, 1.47757E-6,   -62.34,          0,     0.00,          0,     0.00, 1.30559E-8,   -62.34, 5.75215E-12,  -108.43, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.27506E-12,  -101.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
